congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,President,99912,99,0.0,USA,200.0,0,0,"TRUMP, Donald John",,1946.0,,0.403,0.162,,,,,,,
117,President,99913,99,0.0,USA,100.0,0,0,"BIDEN, Joseph Robinette (Joe), Jr.",B000444,1942.0,,-0.32,0.283,,,,,,,
117,House,20301,41,3.0,AL,200.0,,,"ROGERS, Mike Dennis",R000575,1958.0,,0.379,0.377,-85.81,0.89936,809,31,,0.419,0.537
117,House,21102,41,7.0,AL,100.0,,,"SEWELL, Terri",S001185,1965.0,,-0.402,0.394,-22.17385,0.97351,826,9,,-0.492,0.476
117,House,21193,41,5.0,AL,200.0,,,"BROOKS, Mo",B001274,1954.0,,0.652,-0.417,-168.03035,0.8141,817,80,,0.697,-0.288
117,House,21500,41,6.0,AL,200.0,,,"PALMER, Gary James",P000609,1954.0,,0.672,0.108,-110.79282,0.87518,831,49,,0.648,0.245
117,House,22108,41,1.0,AL,200.0,,,"CARL, Jerry L.",C001054,1958.0,,0.55,0.239,-80.07435,0.90856,835,30,,0.51,0.568
117,House,22140,41,2.0,AL,200.0,,,"MOORE, Barry",M001212,1966.0,,0.647,-0.236,-154.01933,0.8297,825,77,,0.633,-0.132
117,House,29701,41,4.0,AL,200.0,,,"ADERHOLT, Robert",A000055,1965.0,,0.405,0.467,-127.71407,0.85706,828,55,,0.541,0.365
117,House,14066,81,1.0,AK,200.0,,,"YOUNG, Donald Edwin",Y000033,1933.0,2022.0,0.283,0.022,-83.13235,0.81484,406,33,,0.255,0.047
117,House,22168,81,1.0,AK,100.0,,,"PELTOLA, Mary Sattler",P000619,1973.0,,-0.138,0.378,-5.15177,0.95581,114,1,,-0.627,-0.363
117,House,21995,93,0.0,AS,200.0,,,"RADEWAGEN, Aumua Amata Coleman",R000600,1947.0,,0.327,0.195,,,,,,,
117,House,20305,61,3.0,AZ,100.0,,,"GRIJALVA, Raúl M.",G000551,1948.0,2025.0,-0.598,-0.264,-11.35376,0.98632,824,3,,-0.527,-0.305
117,House,20902,61,2.0,AZ,100.0,,,"KIRKPATRICK, Ann",K000368,1950.0,,-0.169,-0.01,-30.95096,0.96374,838,14,,-0.423,0.144
117,House,21103,61,4.0,AZ,200.0,,,"GOSAR, Paul",G000565,1958.0,,0.703,-0.519,-151.88995,0.83147,823,67,,0.733,-0.53
117,House,21105,61,6.0,AZ,200.0,,,"SCHWEIKERT, David",S001183,1962.0,,0.553,-0.219,-156.12152,0.82984,837,73,,0.549,-0.241
117,House,21502,61,7.0,AZ,100.0,,,"GALLEGO, Ruben",G000574,1979.0,,-0.357,0.139,-15.93648,0.98112,836,6,,-0.488,0.334
117,House,21705,61,5.0,AZ,200.0,,,"BIGGS, Andrew S.",B001302,1958.0,,0.818,-0.575,-127.70797,0.8577,832,54,,0.772,-0.636
117,House,21739,61,1.0,AZ,100.0,,,"O'HALLERAN, Thomas C.",O000171,1946.0,,-0.198,0.18,-27.28299,0.96759,828,7,,-0.298,0.492
117,House,21757,61,8.0,AZ,200.0,,,"LESKO, Debbie",L000589,1958.0,,0.616,-0.104,-131.80709,0.8423,768,51,,0.614,-0.139
117,House,21968,61,9.0,AZ,100.0,,,"STANTON, Greg",S001211,1970.0,,-0.282,0.265,-20.78657,0.97556,840,7,,-0.264,0.254
117,House,21106,42,1.0,AR,200.0,,,"CRAWFORD, Rick",C001087,1966.0,,0.462,0.302,-123.62474,0.86208,833,46,,0.558,0.339
117,House,21108,42,3.0,AR,200.0,,,"WOMACK, Steve",W000809,1957.0,,0.347,0.635,-78.67211,0.91059,840,34,,0.334,0.586
117,House,21503,42,2.0,AR,200.0,,,"HILL, French",H001072,1956.0,,0.435,0.28,-70.01513,0.9192,831,26,,0.398,0.353
117,House,21563,42,4.0,AR,200.0,,,"WESTERMAN, Bruce",W000821,1967.0,,0.543,0.26,-73.8784,0.91474,829,26,,0.537,0.375
117,House,15448,71,12.0,CA,100.0,,,"PELOSI, Nancy",P000197,1940.0,,-0.489,-0.175,-0.6097,0.99497,121,0,,-0.413,0.253
117,House,20104,71,28.0,CA,100.0,,,"SCHIFF, Adam",S001150,1960.0,,-0.353,-0.117,-16.38188,0.98069,840,7,,-0.457,-0.173
117,House,20107,71,50.0,CA,200.0,,,"ISSA, Darrell",I000056,1953.0,,0.476,0.032,-95.36689,0.88906,811,35,,0.418,0.252
117,House,20307,71,22.0,CA,200.0,,,"NUNES, Devin",N000181,1973.0,,0.45,0.223,-18.62697,0.95129,373,6,,0.456,0.68
117,House,20310,71,38.0,CA,100.0,,,"SÁNCHEZ, Linda T.",S001156,1969.0,,-0.507,-0.132,-10.61595,0.98735,834,4,,-0.453,-0.179
117,House,20501,71,16.0,CA,100.0,,,"COSTA, Jim",C001059,1952.0,,-0.199,0.449,-33.9108,0.95949,820,9,,-0.245,0.176
117,House,20538,71,6.0,CA,100.0,,,"MATSUI, Doris",M001163,1944.0,,-0.433,-0.148,-17.16371,0.97951,829,7,,-0.458,-0.035
117,House,20702,71,9.0,CA,100.0,,,"MCNERNEY, Jerry",M001166,1951.0,,-0.263,-0.159,-17.91455,0.97877,835,6,,-0.43,-0.142
117,House,20703,71,23.0,CA,200.0,,,"MCCARTHY, Kevin",M001165,1965.0,,0.453,0.233,-83.61265,0.90261,816,29,,0.457,0.304
117,House,20762,71,14.0,CA,100.0,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950.0,,-0.381,-0.41,-41.4487,0.94926,796,10,,-0.389,-0.11
117,House,20903,71,4.0,CA,200.0,,,"McCLINTOCK, Tom",M001177,1956.0,,0.671,-0.36,-227.97889,0.75728,820,104,,0.614,-0.418
117,House,20955,71,27.0,CA,100.0,,,"CHU, Judy",C001080,1953.0,,-0.479,-0.37,-14.47979,0.98287,838,4,,-0.573,-0.255
117,House,20958,71,3.0,CA,100.0,,,"GARAMENDI, John",G000559,1945.0,,-0.312,-0.102,-24.7249,0.97069,831,8,,-0.317,-0.175
117,House,21110,71,37.0,CA,100.0,,,"BASS, Karen",B001270,1953.0,,-0.584,-0.098,-20.59215,0.97437,793,3,,-0.553,-0.015
117,House,21302,71,1.0,CA,200.0,,,"LAMALFA, Doug",L000578,1960.0,2026.0,0.542,0.007,-142.63991,0.83926,814,60,,0.519,-0.007
117,House,21303,71,2.0,CA,100.0,,,"HUFFMAN, Jared",H001068,1964.0,,-0.432,-0.511,-12.66483,0.98493,834,3,,-0.524,-0.441
117,House,21304,71,7.0,CA,100.0,,,"BERA, Ami",B001287,1965.0,,-0.246,0.005,-19.70641,0.97623,819,7,,-0.352,0.115
117,House,21306,71,15.0,CA,100.0,,,"SWALWELL, Eric",S001193,1980.0,,-0.355,-0.05,-20.44653,0.97578,834,7,,-0.285,-0.051
117,House,21307,71,21.0,CA,200.0,,,"VALADAO, David G.",V000129,1977.0,,0.256,0.436,-73.96272,0.91405,823,23,,0.283,0.311
117,House,21308,71,26.0,CA,100.0,,,"BROWNLEY, Julia",B001285,1952.0,,-0.306,0.049,-13.46053,0.98395,832,3,,-0.393,0.224
117,House,21309,71,29.0,CA,100.0,,,"CÁRDENAS, Tony",C001097,1963.0,,-0.39,-0.046,-19.51907,0.9767,828,10,,-0.527,0.007
117,House,21311,71,36.0,CA,100.0,,,"RUIZ, Raul",R000599,1972.0,,-0.262,0.044,-20.75348,0.97557,839,12,,-0.482,0.292
117,House,21312,71,41.0,CA,100.0,,,"TAKANO, Mark",T000472,1960.0,,-0.457,-0.336,-15.45501,0.98153,829,8,,-0.466,-0.383
117,House,21313,71,47.0,CA,100.0,,,"LOWENTHAL, Alan",L000579,1941.0,,-0.449,-0.384,-23.48437,0.97223,834,9,,-0.409,-0.501
117,House,21314,71,51.0,CA,100.0,,,"VARGAS, Juan",V000130,1961.0,,-0.399,0.013,-18.30391,0.97808,826,7,,-0.507,-0.08
117,House,21315,71,52.0,CA,100.0,,,"PETERS, Scott",P000608,1958.0,,-0.194,-0.037,-27.61166,0.96701,823,12,,-0.258,0.288
117,House,21504,71,11.0,CA,100.0,,,"DESAULNIER, Mark James",D000623,1952.0,,-0.508,-0.362,-16.01252,0.98098,834,8,,-0.544,-0.38
117,House,21506,71,31.0,CA,100.0,,,"AGUILAR, Peter Rey",A000371,1979.0,,-0.327,0.144,-16.23455,0.98081,838,6,,-0.406,0.281
117,House,21507,71,33.0,CA,100.0,,,"LIEU, Ted",L000582,1969.0,,-0.368,-0.204,-15.85161,0.98115,833,6,,-0.434,-0.126
117,House,21508,71,35.0,CA,100.0,,,"TORRES, Norma Judith",T000474,1965.0,,-0.365,0.069,-22.25411,0.97342,826,7,,-0.481,0.33
117,House,21703,71,44.0,CA,100.0,,,"BARRAGÁN, Nanette Diaz",B001300,1976.0,,-0.498,-0.115,-16.415,0.98044,831,4,,-0.483,-0.284
117,House,21709,71,24.0,CA,100.0,,,"CARBAJAL, Salud",C001112,1964.0,,-0.324,0.101,-19.78609,0.97672,840,11,,-0.292,-0.022
117,House,21711,71,46.0,CA,100.0,,,"CORREA, Jose Luis",C001110,1958.0,,-0.284,0.184,-37.84024,0.95585,838,14,,-0.331,0.057
117,House,21728,71,17.0,CA,100.0,,,"KHANNA, Ro",K000389,1976.0,,-0.459,-0.292,-15.65962,0.9814,834,9,,-0.333,-0.429
117,House,21740,71,20.0,CA,100.0,,,"PANETTA, James Varni",P000613,1969.0,,-0.284,0.191,-30.01316,0.9649,840,13,,-0.248,0.17
117,House,21754,71,34.0,CA,100.0,,,"GOMEZ, Jimmy",G000585,1974.0,,-0.53,-0.264,-19.53994,0.97687,835,8,,-0.398,-0.57
117,House,21930,71,10.0,CA,100.0,,,"HARDER, Josh",H001090,1986.0,,-0.299,0.438,-22.74248,0.97316,836,9,,-0.37,0.459
117,House,21939,71,49.0,CA,100.0,,,"LEVIN, Mike",L000593,1978.0,,-0.32,0.152,-17.97177,0.97883,840,9,,-0.414,0.35
117,House,21954,71,45.0,CA,100.0,,,"PORTER, Katie",P000618,1974.0,,-0.236,-0.332,-32.69967,0.96169,837,15,,-0.281,-0.414
117,House,21988,71,25.0,CA,200.0,,,"GARCIA, Mike",G000061,1976.0,,0.356,0.097,-105.65754,0.88087,833,43,,0.365,0.044
117,House,22126,71,53.0,CA,100.0,,,"JACOBS, Sara",J000305,1989.0,,-0.417,-0.423,-17.02125,0.97965,828,7,,-0.33,-0.446
117,House,22129,71,39.0,CA,200.0,,,"KIM, Young",K000397,1962.0,,0.262,0.385,-90.9381,0.89693,836,40,,0.275,0.25
117,House,22145,71,8.0,CA,200.0,,,"OBERNOLTE, Jay",O000019,1970.0,,0.317,0.291,-126.63028,0.85913,834,53,,0.323,0.229
117,House,22152,71,48.0,CA,200.0,,,"STEEL, Michelle",S001135,1955.0,,0.37,0.275,-80.58995,0.90747,830,35,,0.359,0.338
117,House,22164,71,22.0,CA,200.0,,,"CONWAY, Connie",C001128,1950.0,,0.376,0.295,-21.90512,0.9099,232,9,,0.379,0.27
117,House,29106,71,43.0,CA,100.0,,,"WATERS, Maxine",W000187,1938.0,,-0.656,-0.094,-52.21219,0.93809,817,20,,-0.883,-0.035
117,House,29312,71,18.0,CA,100.0,,,"ESHOO, Anna Georges",E000215,1942.0,,-0.379,-0.372,-21.87161,0.97412,834,9,,-0.362,-0.124
117,House,29317,71,40.0,CA,100.0,,,"ROYBAL-ALLARD, Lucille",R000486,1941.0,,-0.469,-0.171,-24.87001,0.97069,836,11,,-0.428,0.179
117,House,29323,71,42.0,CA,200.0,,,"CALVERT, Ken",C000059,1953.0,,0.339,0.278,-72.8941,0.91573,828,33,,0.335,0.439
117,House,29504,71,19.0,CA,100.0,,,"LOFGREN, Zoe",L000397,1947.0,,-0.396,-0.4,-39.01821,0.95397,828,12,,-0.277,-0.307
117,House,29707,71,30.0,CA,100.0,,,"SHERMAN, Brad",S000344,1954.0,,-0.345,-0.139,-16.80201,0.9801,836,5,,-0.422,0.11
117,House,29778,71,13.0,CA,100.0,,,"LEE, Barbara",L000551,1946.0,,-0.676,-0.582,-15.71547,0.98129,832,5,,-0.506,-0.589
117,House,29901,71,5.0,CA,100.0,,,"THOMPSON, Michael",T000460,1951.0,,-0.392,0.071,-20.09967,0.9763,838,8,,-0.295,-0.079
117,House,29903,71,32.0,CA,100.0,,,"NAPOLITANO, Grace Flores",N000179,1936.0,,-0.448,-0.247,-10.06478,0.98808,839,2,,-0.458,-0.2
117,House,20704,62,5.0,CO,200.0,,,"LAMBORN, Doug",L000564,1954.0,,0.665,0.257,-112.62356,0.87239,825,49,,0.596,0.18
117,House,20705,62,7.0,CO,100.0,,,"PERLMUTTER, Ed",P000593,1953.0,,-0.282,0.072,-21.52777,0.97464,838,11,,-0.349,0.041
117,House,21510,62,4.0,CO,200.0,,,"BUCK, Kenneth Robert",B001297,1959.0,,0.655,-0.432,-158.25462,0.81929,794,83,,0.677,-0.445
117,House,21912,62,6.0,CO,100.0,,,"CROW, Jason",C001121,1979.0,,-0.364,0.202,-20.89068,0.97526,834,12,,-0.335,0.23
117,House,21948,62,2.0,CO,100.0,,,"NEGUSE, Joseph",N000191,1984.0,,-0.431,-0.105,-15.29521,0.98193,839,4,,-0.313,-0.3
117,House,22103,62,3.0,CO,200.0,,,"BOEBERT, Lauren",B000825,1986.0,,0.714,-0.522,-141.93166,0.84089,819,62,,0.761,-0.534
117,House,29710,62,1.0,CO,100.0,,,"DEGETTE, Diana",D000197,1957.0,,-0.431,-0.308,-19.3791,0.97709,836,9,,-0.371,-0.253
117,House,20706,1,2.0,CT,100.0,,,"COURTNEY, Joe",C001069,1953.0,,-0.336,0.042,-26.84805,0.96854,840,14,,-0.278,-0.036
117,House,20907,1,4.0,CT,100.0,,,"HIMES, James A.",H001047,1966.0,,-0.241,-0.204,-44.23548,0.94846,836,16,,-0.204,-0.183
117,House,21931,1,5.0,CT,100.0,,,"HAYES, Jahana",H001081,1973.0,,-0.341,-0.041,-33.96487,0.96037,840,13,,-0.373,-0.147
117,House,29109,1,3.0,CT,100.0,,,"DeLAURO, Rosa L.",D000216,1943.0,,-0.414,-0.106,-56.45893,0.93462,835,18,,-0.257,-0.29
117,House,29908,1,1.0,CT,100.0,,,"LARSON, John B.",L000557,1948.0,,-0.396,-0.039,-33.5817,0.96035,830,12,,-0.282,-0.104
117,House,21706,11,1.0,DE,100.0,,,"BLUNT ROCHESTER, Lisa",B001303,1962.0,,-0.388,-0.116,-17.74234,0.97908,839,8,,-0.377,-0.159
117,House,21993,55,0.0,DC,100.0,,,"NORTON, Eleanor Holmes",N000147,1937.0,,-0.491,-0.114,-0.19623,0.98502,13,0,,-0.411,-0.874
117,House,20316,43,25.0,FL,200.0,,,"DIAZ-BALART, Mario",D000600,1961.0,,0.281,0.162,-85.4948,0.90122,822,30,,0.311,0.332
117,House,20504,43,23.0,FL,100.0,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966.0,,-0.413,0.104,-24.57825,0.97113,839,10,,-0.362,0.238
117,House,20708,43,14.0,FL,100.0,,,"CASTOR, Kathy",C001066,1966.0,,-0.435,0.076,-25.4479,0.96977,829,12,,-0.506,0.311
117,House,20709,43,16.0,FL,200.0,,,"BUCHANAN, Vernon G.",B001260,1951.0,,0.361,-0.078,-93.65099,0.89244,823,31,,0.429,0.226
117,House,20758,43,12.0,FL,200.0,,,"BILIRAKIS, Gus",B001257,1963.0,,0.423,-0.03,-85.22518,0.90275,833,27,,0.433,0.07
117,House,20909,43,8.0,FL,200.0,,,"POSEY, Bill",P000599,1947.0,,0.533,-0.353,-165.61276,0.81426,806,72,,0.541,-0.326
117,House,20959,43,22.0,FL,100.0,,,"DEUTCH, Theodore E. (Ted)",D000610,1966.0,,-0.401,-0.078,-13.51561,0.98183,737,6,,-0.469,0.307
117,House,21116,43,11.0,FL,200.0,,,"WEBSTER, Daniel A.",W000806,1949.0,,0.524,-0.076,-142.32249,0.83144,771,68,,0.583,-0.108
117,House,21118,43,24.0,FL,100.0,,,"WILSON, Frederica",W000808,1942.0,,-0.476,-0.004,-16.98374,0.97979,832,8,,-0.572,0.123
117,House,21321,43,21.0,FL,100.0,,,"FRANKEL, Lois",F000462,1948.0,,-0.395,-0.021,-21.51532,0.97444,831,12,,-0.524,0.174
117,House,21712,43,13.0,FL,100.0,,,"CRIST, Charlie Joseph, Jr.",C001111,1956.0,,-0.227,0.079,-21.6091,0.97051,722,10,,-0.26,0.273
117,House,21713,43,10.0,FL,100.0,,,"DEMINGS, Valdez",D000627,1957.0,,-0.322,-0.006,-35.54213,0.95843,837,18,,-0.241,0.204
117,House,21714,43,2.0,FL,200.0,,,"DUNN, Neal Patrick",D000628,1953.0,,0.508,0.337,-83.83088,0.90349,826,31,,0.47,0.505
117,House,21719,43,1.0,FL,200.0,,,"GAETZ, Matthew L. II",G000578,1982.0,,0.593,-0.643,-259.48644,0.72873,820,111,,0.562,-0.717
117,House,21732,43,5.0,FL,100.0,,,"LAWSON, Alfred Jr.",L000586,1948.0,,-0.26,0.076,-26.65543,0.96862,836,10,,-0.344,0.163
117,House,21735,43,18.0,FL,200.0,,,"MAST, Brian Jeffrey",M001199,1980.0,,0.461,-0.327,-209.42459,0.77437,819,110,,0.519,-0.363
117,House,21738,43,7.0,FL,100.0,,,"MURPHY, Stephanie",M001202,1978.0,,-0.161,0.123,-56.4531,0.93009,779,20,,-0.181,0.332
117,House,21744,43,4.0,FL,200.0,,,"RUTHERFORD, John Henry",R000609,1952.0,,0.434,0.072,-170.89492,0.80809,802,71,,0.477,-0.051
117,House,21746,43,9.0,FL,100.0,,,"SOTO, Darren Michael",S001200,1978.0,,-0.341,0.218,-25.89198,0.96958,838,10,,-0.296,0.174
117,House,21971,43,17.0,FL,200.0,,,"STEUBE, W. Greg",S001214,1978.0,,0.689,-0.358,-141.46749,0.84065,815,58,,0.74,-0.151
117,House,21981,43,6.0,FL,200.0,,,"WALTZ, Michael",W000823,1974.0,,0.452,-0.113,-97.53643,0.88888,828,37,,0.429,0.155
117,House,22107,43,3.0,FL,200.0,,,"CAMMACK, Kat",C001039,1988.0,,0.59,-0.255,-143.51974,0.84121,830,65,,0.593,-0.192
117,House,22111,43,19.0,FL,200.0,,,"DONALDS, Byron",D000032,1978.0,,0.637,-0.301,-131.90976,0.84972,810,58,,0.647,-0.155
117,House,22116,43,15.0,FL,200.0,,,"FRANKLIN, C. Scott",F000472,1964.0,,0.625,0.205,-102.37128,0.88383,829,45,,0.602,0.128
117,House,22118,43,26.0,FL,200.0,,,"GIMENEZ, Carlos A.",G000593,1954.0,,0.329,0.152,-96.44612,0.89104,836,41,,0.309,0.15
117,House,22150,43,27.0,FL,200.0,,,"SALAZAR, Maria Elvira",S000168,1961.0,,0.273,0.155,-127.87056,0.85528,818,54,,0.266,0.06
117,House,22163,43,20.0,FL,100.0,,,"CHERFILUS-MCCORMICK, Sheila",C001127,1979.0,,-0.429,-0.005,-15.05078,0.96696,448,8,,-0.63,0.452
117,House,29337,43,20.0,FL,100.0,,,"HASTINGS, Alcee Lamar",H000324,1936.0,2021.0,-0.564,0.157,-1.0145,0.988,84,0,,-0.567,-0.227
117,House,20321,44,13.0,GA,100.0,,,"SCOTT, David",S001157,1945.0,,-0.305,0.165,-18.77025,0.97767,831,6,,-0.428,0.363
117,House,20712,44,4.0,GA,100.0,,,"JOHNSON, Hank",J000288,1954.0,,-0.48,-0.051,-16.93776,0.97951,818,8,,-0.428,-0.286
117,House,21123,44,8.0,GA,200.0,,,"SCOTT, Austin",S001189,1969.0,,0.539,0.36,-86.88752,0.89934,819,38,,0.54,0.288
117,House,21513,44,1.0,GA,200.0,,,"CARTER, Buddy",C001103,1957.0,,0.555,0.328,-75.91305,0.90838,790,28,,0.509,0.331
117,House,21514,44,10.0,GA,200.0,,,"HICE, Jody Brownlow",H001071,1960.0,,0.797,-0.242,-131.67576,0.84575,786,64,,0.762,-0.402
117,House,21515,44,11.0,GA,200.0,,,"LOUDERMILK, Barry D.",L000583,1963.0,,0.678,0.04,-120.1995,0.86114,804,66,,0.669,-0.042
117,House,21516,44,12.0,GA,200.0,,,"ALLEN, Rick W.",A000372,1951.0,,0.691,0.279,-125.56529,0.85786,819,65,,0.727,0.202
117,House,21717,44,3.0,GA,200.0,,,"FERGUSON, Anderson Drew IV",F000465,1966.0,,0.585,0.251,-126.81097,0.85768,826,52,,0.577,0.069
117,House,21944,44,6.0,GA,100.0,,,"McBATH, Lucy",M001208,1960.0,,-0.372,0.309,-22.44134,0.97361,839,8,,-0.359,0.306
117,House,22104,44,7.0,GA,100.0,,,"BOURDEAUX, Carolyn",B001312,1970.0,,-0.303,0.463,-34.0652,0.96026,840,12,,-0.303,0.464
117,House,22110,44,9.0,GA,200.0,,,"CLYDE, Andrew S.",C001116,1963.0,,0.824,-0.15,-135.3923,0.84763,819,60,,0.794,-0.156
117,House,22121,44,14.0,GA,200.0,,,"GREENE, Marjorie Taylor",G000596,1974.0,,0.8,-0.6,-98.31362,0.88714,821,40,,0.785,-0.62
117,House,22156,44,5.0,GA,100.0,,,"WILLIAMS, Nikema",W000788,1978.0,,-0.447,-0.39,-13.77238,0.98372,839,5,,-0.39,-0.418
117,House,29339,44,2.0,GA,100.0,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947.0,,-0.289,0.447,-25.14701,0.97026,833,12,,-0.403,0.382
117,House,21997,94,0.0,GU,100.0,,,"SAN NICOLAS, Michael",S001204,1981.0,,-0.41,-0.52,-0.09024,0.99251,12,0,,-0.41,-0.875
117,House,20322,82,1.0,HI,100.0,,,"CASE, Ed",C001055,1952.0,,-0.206,-0.079,-39.73176,0.95331,831,13,,-0.192,0.056
117,House,22128,82,2.0,HI,100.0,,,"KAHELE, Kaialiʻi",K000396,1974.0,,-0.353,0.052,-17.5342,0.97922,835,9,,-0.354,0.052
117,House,21920,63,1.0,ID,200.0,,,"FULCHER, Russell",F000469,1962.0,,0.646,-0.109,-144.08202,0.83386,793,71,,0.651,-0.01
117,House,29910,63,2.0,ID,200.0,,,"SIMPSON, Michael K.",S001148,1950.0,,0.296,0.314,-111.87722,0.86979,802,42,,0.333,0.324
117,House,20749,21,11.0,IL,100.0,,,"FOSTER, Bill",F000454,1955.0,,-0.238,-0.22,-21.94112,0.97413,837,6,,-0.356,-0.066
117,House,20954,21,5.0,IL,100.0,,,"QUIGLEY, Mike",Q000023,1958.0,,-0.325,-0.223,-16.9755,0.9799,836,6,,-0.372,-0.015
117,House,21128,21,16.0,IL,200.0,,,"KINZINGER, Adam",K000378,1978.0,,0.234,0.382,-159.10857,0.74997,553,81,,0.14,0.468
117,House,21326,21,10.0,IL,100.0,,,"SCHNEIDER, Brad",S001190,1961.0,,-0.198,-0.116,-26.47102,0.96883,836,13,,-0.415,0.548
117,House,21328,21,13.0,IL,200.0,,,"DAVIS, Rodney",D000619,1970.0,,0.279,0.17,-95.7811,0.88808,807,38,,0.295,0.154
117,House,21329,21,17.0,IL,100.0,,,"BUSTOS, Cheri",B001286,1961.0,,-0.239,0.054,-25.52481,0.96887,807,11,,-0.263,0.347
117,House,21371,21,2.0,IL,100.0,,,"KELLY, Robin L.",K000385,1956.0,,-0.474,-0.024,-18.62202,0.978,837,10,,-0.523,-0.057
117,House,21519,21,12.0,IL,200.0,,,"BOST, Mike",B001295,1960.0,,0.401,-0.041,-111.86098,0.87101,810,44,,0.349,0.115
117,House,21562,21,18.0,IL,200.0,,,"LAHOOD, Darin",L000585,1968.0,,0.461,0.221,-68.6022,0.92094,833,25,,0.466,0.317
117,House,21730,21,8.0,IL,100.0,,,"KRISHNAMOORTHI, S. Raja",K000391,1973.0,,-0.35,-0.015,-24.36964,0.9713,837,10,,-0.321,0.11
117,House,21906,21,6.0,IL,100.0,,,"CASTEN, Sean",C001117,1971.0,,-0.628,0.413,-70.62788,0.91718,817,23,,-0.818,0.575
117,House,21921,21,4.0,IL,100.0,,,"GARCÍA, Jesús",G000586,1956.0,,-0.438,-0.877,-25.52732,0.96978,832,10,,-0.437,-0.836
117,House,21979,21,14.0,IL,100.0,,,"UNDERWOOD, Lauren",U000040,1986.0,,-0.594,0.307,-22.11777,0.97398,839,10,,-0.455,0.352
117,House,22138,21,15.0,IL,200.0,,,"MILLER, Mary E.",M001211,1959.0,,0.786,-0.167,-128.10451,0.84581,765,60,,0.792,-0.255
117,House,22144,21,3.0,IL,100.0,,,"NEWMAN, Marie",N000192,1964.0,,-0.588,-0.303,-11.65067,0.98618,837,6,,-0.591,-0.302
117,House,29346,21,1.0,IL,100.0,,,"RUSH, Bobby L.",R000515,1946.0,,-0.479,-0.203,-12.41116,0.98526,836,5,,-0.548,-0.16
117,House,29717,21,7.0,IL,100.0,,,"DAVIS, Danny K.",D000096,1941.0,,-0.487,-0.266,-13.04857,0.98417,818,5,,-0.496,-0.342
117,House,29911,21,9.0,IL,100.0,,,"SCHAKOWSKY, Janice D.",S001145,1944.0,,-0.602,-0.288,-23.30386,0.97231,830,10,,-0.352,-0.472
117,House,20757,22,7.0,IN,100.0,,,"CARSON, André",C001072,1974.0,,-0.435,0.025,-17.57815,0.97919,836,8,,-0.345,-0.082
117,House,21132,22,8.0,IN,200.0,,,"BUCSHON, Larry",B001275,1962.0,,0.38,0.385,-67.30864,0.92147,823,26,,0.414,0.395
117,House,21330,22,2.0,IN,200.0,,,"WALORSKI, Jackie",W000813,1963.0,2022.0,0.436,0.315,-54.20181,0.92748,720,16,,0.477,0.339
117,House,21702,22,3.0,IN,200.0,,,"BANKS, James E.",B001299,1979.0,,0.649,0.018,-126.39237,0.85715,820,59,,0.658,0.034
117,House,21725,22,9.0,IN,200.0,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983.0,,0.417,-0.243,-155.30678,0.8143,756,65,,0.422,-0.226
117,House,21903,22,4.0,IN,200.0,,,"BAIRD, James",B001307,1945.0,,0.446,0.412,-108.27434,0.87797,832,37,,0.515,0.246
117,House,21952,22,6.0,IN,200.0,,,"PENCE, Gregory",P000615,1956.0,,0.5,0.237,-199.42555,0.77591,786,72,,0.619,0.006
117,House,22142,22,1.0,IN,100.0,,,"MRVAN, Frank J.",M001214,1969.0,,-0.306,0.367,-16.46386,0.9805,836,6,,-0.3,0.247
117,House,22151,22,5.0,IN,200.0,,,"SPARTZ, Victoria",S000929,1978.0,,0.492,-0.281,-131.9668,0.85101,818,54,,0.43,0.079
117,House,22171,22,2.0,IN,200.0,,,"YAKYM, Rudy, III",Y000067,1984.0,,0.519,0.154,-8.39762,0.87703,64,2,,0.457,0.503
117,House,21902,31,3.0,IA,100.0,,,"AXNE, Cynthia",A000378,1965.0,,-0.25,0.528,-20.3222,0.97604,838,5,,-0.29,0.439
117,House,22113,31,4.0,IA,200.0,,,"FEENSTRA, Randy",F000446,1969.0,,0.466,0.174,-67.42151,0.92252,836,20,,0.444,0.299
117,House,22124,31,1.0,IA,200.0,,,"HINSON, Ashley",H001091,1983.0,,0.355,0.344,-118.34328,0.86712,830,38,,0.369,0.076
117,House,22139,31,2.0,IA,200.0,,,"MILLER-MEEKS, Mariannette",M001215,1955.0,,0.336,0.186,-86.60547,0.90103,831,43,,0.302,0.364
117,House,21750,32,4.0,KS,200.0,,,"ESTES, Ron",E000298,1956.0,,0.648,0.13,-116.47846,0.86387,796,60,,0.702,0.062
117,House,21914,32,3.0,KS,100.0,,,"DAVIDS, Sharice",D000629,1980.0,,-0.263,0.231,-21.62177,0.97453,838,7,,-0.28,0.359
117,House,22130,32,2.0,KS,200.0,,,"LATURNER, Jake",L000266,1988.0,,0.468,0.445,-52.77531,0.93832,829,19,,0.48,0.432
